,Num. of cells,Cutoff,% explored cells,Time [s],Eigenvalue 0,Eigenvalue 1,Eigenvalue 2,Eigenvalue 3,Eigenvalue 4,Eigenvalue 5
40,900.0,2.5202020202020203,80.0,1.614274263381958,-2.761679773755077e-15,-0.11430995574086135,-0.6810302529874059,-0.8370512093728213,-3.1702824819965856,-3.180225206767151
41,900.0,2.5707070707070705,81.77777777777779,1.7033655643463135,1.5459855617905305e-14,-0.1728226096648013,-0.6778302482783883,-0.9013438792300087,-3.192386853646889,-3.1987352077435416
42,900.0,2.621212121212121,82.66666666666667,1.7451903820037842,-8.021361352916756e-15,-0.17864108270635579,-0.678783474359985,-0.9116626709297903,-3.1926182835065564,-3.200408561218613
43,900.0,2.6717171717171717,86.22222222222223,1.8888287544250488,-6.827871601444713e-15,-0.2263721743476802,-0.6667057792983574,-0.9470116085650145,-3.150697932862881,-3.1742912387682396
44,900.0,2.7222222222222223,87.55555555555556,1.9514377117156982,1.9095836023552692e-14,-0.2532486488077026,-0.6822308058578024,-0.9630615507706553,-3.1340901054203005,-3.19002257580933
45,900.0,2.7727272727272725,88.44444444444444,1.9914188385009766,-2.7422508708241367e-14,-0.2568354085727867,-0.6830222375366456,-0.9636328158505102,-3.129165466162697,-3.194619745424488
46,900.0,2.823232323232323,89.77777777777777,2.05476450920105,1.6653345369377348e-16,-0.28620966144537285,-0.6858837467607493,-0.9782665146995346,-3.1088222924467033,-3.2370759125878497
47,900.0,2.8737373737373737,90.66666666666666,2.1003971099853516,1.7319479184152442e-14,-0.3073854228614025,-0.701054698327202,-0.9825186514473147,-3.0606469436416615,-3.2752399850153764
48,900.0,2.9242424242424243,91.55555555555556,2.151184320449829,-1.8318679906315083e-14,-0.33689278468920614,-0.7020261152881929,-1.0048931308148195,-3.0325348950248268,-3.327501390091622
49,900.0,2.974747474747475,92.44444444444444,2.205132484436035,9.825473767932635e-15,-0.3463489133997739,-0.7084441059430556,-0.9985509826931517,-2.9724528677270756,-3.328134885756263
50,900.0,3.025252525252525,93.77777777777779,2.2613067626953125,-4.718447854656915e-15,-0.34929936717575477,-0.6994451206317144,-0.998666261867652,-2.9859273031574216,-3.309815083446293
51,900.0,3.0757575757575757,93.77777777777779,2.2476654052734375,-7.827072323607354e-15,-0.34929936717575566,-0.6994451206317117,-0.9986662618676461,-2.9859273031575193,-3.3098150834462294
52,900.0,3.1262626262626263,93.77777777777779,2.2473647594451904,2.3869795029440866e-14,-0.34929936717573895,-0.6994451206317105,-0.9986662618676396,-2.9859273031573945,-3.309815083446213
53,900.0,3.176767676767677,93.77777777777779,2.236518383026123,-4.773959005888173e-15,-0.3492993671757605,-0.6994451206317183,-0.9986662618676355,-2.9859273031574234,-3.309815083446271
54,900.0,3.227272727272727,94.66666666666667,2.2808523178100586,6.8833827526759706e-15,-0.35204089332499816,-0.6940467586238798,-0.9996398156739403,-2.972511563769996,-3.28970956200019
55,900.0,3.2777777777777777,95.11111111111111,2.302961587905884,1.099120794378905e-14,-0.3621519710312276,-0.6916467212010399,-1.0174083463023587,-2.9745269061413944,-3.2515367565895916
56,900.0,3.3282828282828283,95.55555555555556,2.3234879970550537,1.1102230246251565e-16,-0.3638002821539549,-0.6890762750839032,-1.019646831744696,-2.980376694834564,-3.2409014342355174
57,900.0,3.378787878787879,96.0,2.3470284938812256,7.271960811294775e-15,-0.36374688664147886,-0.6863791695827388,-1.0175026703601089,-2.9766085562310716,-3.240916499237084
58,900.0,3.429292929292929,96.0,2.4467263221740723,-3.608224830031759e-15,-0.36374688664145793,-0.6863791695827651,-1.0175026703601076,-2.9766085562310485,-3.2409164992370294
59,900.0,3.4797979797979797,96.0,2.448728561401367,2.220446049250313e-15,-0.3637468866414332,-0.6863791695827515,-1.0175026703600878,-2.9766085562311515,-3.2409164992370685
60,900.0,3.5303030303030303,96.0,2.556715965270996,-3.4083846855992306e-14,-0.3637468866414646,-0.686379169582732,-1.0175026703600978,-2.976608556231071,-3.240916499237071
61,900.0,3.580808080808081,96.44444444444444,2.660046339035034,-6.938893903907228e-15,-0.36604616247838756,-0.6840863180896105,-1.0213841908601593,-2.979039003650014,-3.225552407628112
62,900.0,3.631313131313131,96.44444444444444,2.698223829269409,-1.1213252548714081e-14,-0.3660461624783921,-0.6840863180895941,-1.0213841908600907,-2.9790390036500063,-3.22555240762807
63,900.0,3.6818181818181817,96.44444444444444,2.5476574897766113,2.781108676686017e-14,-0.3660461624783607,-0.6840863180896574,-1.0213841908600947,-2.979039003649981,-3.225552407628198
64,900.0,3.7323232323232323,97.33333333333334,2.742971181869507,3.780309398848658e-14,-0.36936606883906126,-0.679658052374394,-1.0261123008943367,-2.974588974963388,-3.2039522025562763
65,900.0,3.782828282828283,97.33333333333334,2.5586435794830322,1.4432899320127035e-15,-0.3693660688390954,-0.6796580523744101,-1.0261123008943758,-2.974588974963371,-3.2039522025562857
66,900.0,3.8333333333333335,97.77777777777777,2.509753942489624,1.715294573045867e-14,-0.377151484283271,-0.6775916842197396,-1.0408794371663848,-2.9721184404683134,-3.1769892985685173
67,900.0,3.8838383838383836,97.77777777777777,2.4535014629364014,1.2823075934420558e-14,-0.37715148428324213,-0.6775916842197388,-1.0408794371664154,-2.972118440468349,-3.1769892985685053
68,900.0,3.9343434343434343,98.22222222222223,2.488060712814331,1.892930256985892e-14,-0.37628609403471586,-0.6754523881402866,-1.036239414567715,-2.958300074887937,-3.174772523811152
69,900.0,3.984848484848485,98.22222222222223,2.5200982093811035,-3.7192471324942744e-15,-0.3762860940347066,-0.6754523881403315,-1.0362394145677487,-2.9583000748879016,-3.1747725238111535
70,900.0,4.0353535353535355,98.66666666666667,2.54636549949646,2.120525977034049e-14,-0.3774114405990225,-0.6734623907321727,-1.0376916115243826,-2.953288589730143,-3.172794522162552
71,900.0,4.085858585858586,98.66666666666667,2.50655198097229,-7.771561172376096e-16,-0.3774114405990258,-0.6734623907321936,-1.037691611524387,-2.9532885897301147,-3.1727945221625578
72,900.0,4.136363636363637,98.66666666666667,2.4874629974365234,-3.552713678800501e-15,-0.37741144059903325,-0.6734623907321928,-1.0376916115243868,-2.9532885897301027,-3.1727945221625244
73,900.0,4.186868686868687,98.66666666666667,2.4872324466705322,1.3322676295501878e-15,-0.37741144059902915,-0.6734623907321755,-1.0376916115243855,-2.953288589730086,-3.172794522162439
74,900.0,4.237373737373737,98.66666666666667,2.502812385559082,6.938893903907228e-15,-0.37741144059904774,-0.6734623907321768,-1.0376916115244033,-2.9532885897301004,-3.1727945221625076
75,900.0,4.287878787878787,99.11111111111111,2.550978183746338,8.326672684688674e-15,-0.37898105635953094,-0.6716707676333923,-1.0403745666785948,-2.947961536164705,-3.1654678185931306
76,900.0,4.338383838383838,99.11111111111111,2.562629461288452,-2.9032332093947844e-14,-0.3789810563595868,-0.6716707676334386,-1.0403745666786282,-2.947961536164735,-3.1654678185931555
77,900.0,4.388888888888889,99.11111111111111,2.5008788108825684,1.5543122344752192e-15,-0.3789810563595476,-0.6716707676334214,-1.0403745666785966,-2.947961536164759,-3.165467818593102
78,900.0,4.4393939393939394,99.55555555555556,2.537742853164673,2.09277040141842e-14,-0.38097636534584456,-0.670001814879426,-1.0441517911743705,-2.94193356767933,-3.1529127835409105
79,900.0,4.48989898989899,99.55555555555556,2.601201295852661,-7.993605777301127e-15,-0.38097636534581714,-0.6700018148794245,-1.0441517911744262,-2.941933567679351,-3.152912783541015
80,900.0,4.540404040404041,100.0,2.5837860107421875,-8.43769498715119e-15,-0.3862748094554372,-0.6683826339242902,-1.054657443379753,-2.9346582474800194,-3.1365584783166236
81,900.0,4.590909090909091,100.0,2.590923309326172,1.4988010832439613e-14,-0.3862748094554307,-0.668382633924318,-1.0546574433797555,-2.9346582474800127,-3.1365584783166174
82,900.0,4.641414141414141,100.0,2.573162078857422,4.773959005888173e-15,-0.3862748094554571,-0.6683826339243344,-1.0546574433797573,-2.934658247480044,-3.1365584783166174
83,900.0,4.691919191919192,100.0,2.5903403759002686,1.426636586643326e-14,-0.3862748094554315,-0.6683826339243082,-1.0546574433797526,-2.9346582474800336,-3.1365584783166316
84,900.0,4.742424242424242,100.0,2.5732157230377197,1.0436096431476471e-14,-0.3862748094554279,-0.6683826339242765,-1.0546574433797318,-2.934658247479969,-3.136558478316629
85,900.0,4.792929292929293,100.0,2.5614092350006104,-2.248201624865942e-14,-0.3862748094554285,-0.6683826339243313,-1.0546574433797662,-2.93465824748003,-3.1365584783166796
86,900.0,4.843434343434343,100.0,2.5669500827789307,-6.827871601444713e-15,-0.3862748094554774,-0.6683826339243115,-1.0546574433797595,-2.9346582474800273,-3.1365584783166547
87,900.0,4.893939393939394,100.0,2.578572988510132,-5.828670879282072e-15,-0.386274809455471,-0.668382633924341,-1.054657443379787,-2.9346582474800877,-3.136558478316645
88,900.0,4.944444444444445,100.0,2.571401596069336,-1.7208456881689926e-15,-0.3862748094554453,-0.6683826339243244,-1.054657443379754,-2.934658247480057,-3.1365584783166995
89,900.0,4.994949494949495,100.0,2.558518648147583,2.2648549702353193e-14,-0.38627480945544135,-0.6683826339242797,-1.0546574433797455,-2.9346582474800167,-3.136558478316622
90,900.0,5.045454545454545,100.0,2.5649373531341553,-3.8913317013111737e-14,-0.38627480945545434,-0.6683826339243155,-1.0546574433797822,-2.934658247480009,-3.1365584783165645
91,900.0,5.095959595959596,100.0,2.5457186698913574,8.881784197001252e-15,-0.38627480945545306,-0.6683826339242908,-1.054657443379734,-2.934658247480024,-3.1365584783166556
92,900.0,5.146464646464646,100.0,2.547753095626831,1.4210854715202004e-14,-0.3862748094554415,-0.6683826339242863,-1.0546574433797165,-2.934658247480053,-3.1365584783166733
93,900.0,5.196969696969697,100.0,2.5440523624420166,-2.503552920529728e-14,-0.3862748094554682,-0.6683826339243376,-1.0546574433797888,-2.9346582474800345,-3.136558478316707
94,900.0,5.247474747474747,100.0,2.5399460792541504,2.731148640577885e-14,-0.38627480945539194,-0.6683826339243581,-1.0546574433797702,-2.9346582474800327,-3.136558478316632
95,900.0,5.297979797979798,100.0,2.5486679077148438,-1.6653345369377348e-15,-0.38627480945544806,-0.6683826339243023,-1.0546574433797575,-2.9346582474800487,-3.1365584783166023
96,900.0,5.348484848484849,100.0,2.5412650108337402,6.494804694057166e-15,-0.3862748094554491,-0.6683826339243067,-1.0546574433797353,-2.934658247480028,-3.1365584783166396
97,900.0,5.398989898989899,100.0,2.545076608657837,1.326716514427062e-14,-0.3862748094554292,-0.6683826339243036,-1.054657443379734,-2.9346582474800607,-3.1365584783166525
98,900.0,5.44949494949495,100.0,2.535994291305542,-8.992806499463768e-15,-0.38627480945551107,-0.6683826339243413,-1.0546574433797908,-2.9346582474800553,-3.1365584783166516
99,900.0,5.5,100.0,2.544560432434082,-2.831068712794149e-15,-0.3862748094554561,-0.6683826339243087,-1.0546574433797815,-2.9346582474800265,-3.136558478316634
