,Num. of cells,Cutoff,% explored cells,Time [s],Eigenvalue 0,Eigenvalue 1,Eigenvalue 2,Eigenvalue 3,Eigenvalue 4,Eigenvalue 5
0,100.0,0.0,156.0,0.10544133186340332,-5.440092820663267e-15,-0.5061203719398016,-1.2258289290927695,-2.4207086198219794,-4.214885154311249,-6.095576557702792
1,100.0,0.15151515151515152,152.0,0.09944772720336914,6.8833827526759706e-15,-0.6117760463575838,-2.4084811068811693,-4.940251004334938,-5.599780666044761,-5.883457009468691
2,100.0,0.30303030303030304,123.0,0.0733499526977539,1.0075273948473296e-14,-0.16979897626638873,-2.3890007497236483,-2.5047995980593227,-3.2538250094296335,-5.674170304921682
3,100.0,0.4545454545454546,624.0,1.4725534915924072,3.292813391274646e-14,-8.803657421403065e-05,-0.0005448542557623755,-0.005238571711834356,-0.006683182135221111,-0.05247574260724454
4,100.0,0.6060606060606061,235.0,0.20789694786071777,1.3246659344287559e-14,-0.009834509048711769,-0.029352634749691287,-0.06361334897946713,-0.208675528035066,-0.5559200229911537
5,100.0,0.7575757575757576,673.0,1.4591801166534424,-1.7800431267867012e-14,-0.0005744686652108838,-0.0016599305852592287,-0.0019570890130988345,-0.0021501230600037965,-0.027884447481616562
6,100.0,0.9090909090909092,453.0,0.6740686893463135,-3.031276967244884e-15,-0.0005528645568437411,-0.006192484641897184,-0.024348790965052367,-0.115524212962727,-0.1934120196014258
7,100.0,1.0606060606060606,665.0,1.4593250751495361,4.5358783715931686e-14,-9.401065523931791e-05,-0.004287665070208784,-0.014730565995734139,-0.029929924786039522,-0.08348308416074293
8,100.0,1.2121212121212122,451.0,0.6493284702301025,7.565197093319113e-14,-6.370524029731011e-05,-0.00019850584501360935,-0.014751295803940691,-0.04026657001484327,-0.27891437054729257
9,100.0,1.3636363636363638,722.0,1.6286201477050781,1.0150734419678287e-14,-0.004300172472708378,-0.010374189221597326,-0.029427649521856888,-0.06218918441232846,-0.1164360294232663
10,100.0,1.5151515151515151,807.0,2.4164140224456787,-4.021651718241759e-13,-0.00034785041015267785,-0.0015369636016003578,-0.002134511758364931,-0.0063996460891866495,-0.0096982904506295
11,100.0,1.6666666666666667,630.0,1.2877063751220703,-5.668630441348771e-14,-0.00020767651816727516,-0.007270936827017206,-0.01328842193345593,-0.07193705949204632,-0.07992634543140932
12,100.0,1.8181818181818183,796.0,2.013700246810913,-6.356352076630767e-15,-0.0005718495005756649,-0.007468222750203551,-0.011637247210881572,-0.012306341299898913,-0.013190216352805924
13,100.0,1.9696969696969697,909.0,2.692021131515503,-1.461020161189902e-13,-0.00011510286551953886,-0.0014062160214800624,-0.004902213217399001,-0.0057837016781966295,-0.02862707708517584
14,100.0,2.121212121212121,578.0,1.020664930343628,-2.0967602654131667e-14,-0.004596043474551661,-0.04282044032351713,-0.059974668445607844,-0.15911510726401637,-0.20420960528147153
15,100.0,2.272727272727273,847.0000000000001,2.1612634658813477,-1.028226956678273e-14,-1.9074650454537492e-05,-0.0057884551879786505,-0.016369783087717152,-0.04744152231682369,-0.13476819676370416
16,100.0,2.4242424242424243,562.0,0.9831862449645996,1.4180779815247535e-14,-0.0019355530947198715,-0.0026300230696969487,-0.015023831851433777,-0.0802091482993848,-0.46164069076463293
17,100.0,2.5757575757575757,864.0,2.4165592193603516,-1.34751313362765e-13,-0.00019799548735136048,-0.0005325353096905726,-0.0023754944082379245,-0.003147912898802316,-0.03139066547440877
18,100.0,2.7272727272727275,842.0,2.2122159004211426,-1.448974669780077e-13,-0.00013842042226750158,-0.00033275696261310476,-0.0038315309773097024,-0.022559814798625837,-0.029788502597522092
19,100.0,2.878787878787879,909.0,2.773176431655884,6.226355273311522e-15,-0.00014399466134701124,-0.0012649068155788663,-0.004151719596736664,-0.02071026748331329,-0.023896566153252193
20,100.0,3.0303030303030303,977.9999999999999,3.3273046016693115,1.6145945409842855e-14,-7.342350806912039e-05,-0.0007610085929470885,-0.001651175771014177,-0.01106916316761102,-0.03911792862568217
21,100.0,3.181818181818182,1019.9999999999999,5.00644063949585,8.991948624494789e-13,-0.00015928916018845068,-0.000701425988040137,-0.0027535950511358145,-0.0031368402770002466,-0.005901628110957881
22,100.0,3.3333333333333335,998.0,3.1682803630828857,-1.5804089807669452e-14,-0.0005006893074558902,-0.002813232605037837,-0.010474084899814062,-0.03255019082261858,-0.052320187355985225
23,100.0,3.484848484848485,992.0,3.296666145324707,1.1105271314274793e-13,-0.0002280535496942769,-0.00034491138637736504,-0.000494081327214935,-0.012334015053597176,-0.017549098706312022
24,100.0,3.6363636363636367,1158.0,4.4949047565460205,1.766083210664321e-13,-0.0001513948014918684,-0.0004662628990598309,-0.005839853785766519,-0.007524529004288791,-0.02050349767819277
25,100.0,3.787878787878788,1043.0,3.653519868850708,1.3125612116195229e-12,-7.030488663725211e-05,-0.00019236053245169204,-0.005204062674396437,-0.02182647139969592,-0.051071842926268866
26,100.0,3.9393939393939394,1108.0,3.9876604080200195,-3.464421956079637e-14,-0.0001450600423796868,-0.005231178274723248,-0.009660097019743616,-0.055927824092336,-0.10156830634903037
27,100.0,4.090909090909091,730.0,1.825322151184082,3.587841829189031e-14,-0.0005737920420980904,-0.030593479402420052,-0.08781944880308522,-0.09748948052979442,-0.1282176335585642
28,100.0,4.242424242424242,972.0000000000001,2.974461555480957,1.1933108581135832e-13,-0.001975677827077086,-0.03979313462815564,-0.0954792461644791,-0.11572814273031395,-0.18807775933826978
