,Num. of cells,Cutoff,% explored cells,Time [s],Eigenvalue 0,Eigenvalue 1,Eigenvalue 2,Eigenvalue 3,Eigenvalue 4,Eigenvalue 5,Eigenvalue 6,Eigenvalue 7,Eigenvalue 8
35,900.0,2.25,34.44444444444444,0.3402988910675049,,-1.2212453270876722e-14,-0.6857813851686925,-3.31884934879393,-5.412105361834412,-5.768117331951172,-6.711889706662523,-9.61332638060599,-11.175013872934365
36,900.0,2.3,35.77777777777777,0.3701634407043457,,-2.1510571102112408e-14,-0.6783915700806523,-3.288456508951902,-5.127495298534173,-5.475648888043985,-6.586285099231932,-9.487029544377384,-11.093028411019947
37,900.0,2.35,36.666666666666664,0.3964216709136963,,-6.661338147750939e-15,-0.6888776963545638,-3.21085308253632,-5.064436531449633,-5.442066784608204,-6.716410493882221,-9.360707349452666,-10.771352943270863
38,900.0,2.4000000000000004,37.55555555555555,0.39334702491760254,,2.4424906541753444e-14,-0.6841637482456379,-3.188896320006134,-4.894783791278046,-5.25858104972006,-6.661494313671727,-9.202721545455315,-10.756139247455275
39,900.0,2.45,38.666666666666664,0.4183175563812256,,-1.0547118733938987e-14,-0.6944805059769014,-3.1578902011547805,-4.561520488256477,-5.016025513533769,-6.635341857729649,-8.383451964703545,-10.799880319436564
40,900.0,2.5,79.55555555555556,1.6210722923278809,,3.0253577421035516e-15,-0.07213339911990038,-0.6839204356641644,-0.786004221360583,-3.170241038706746,-3.179685798441897,-4.235352127265373,-4.631080581664054
41,900.0,2.5500000000000003,81.33333333333333,2.105787754058838,,4.746203430272544e-15,-0.14352650013715793,-0.6800666281218305,-0.874084956249291,-3.188668399341277,-3.1954338729908667,-3.9433493846985703,-4.29330846762961
42,900.0,2.6,82.22222222222221,1.9408996105194092,,1.0963452368173421e-14,-0.17853199317035595,-0.6747301516814541,-0.9106958111967045,-3.192519089720013,-3.203927751643098,-3.7998017125889603,-4.121214450220716
43,900.0,2.65,84.88888888888889,2.0577878952026367,,1.715294573045867e-14,-0.20968971129003383,-0.6675484310101699,-0.9237045808771145,-3.1731886037742294,-3.1894046200670347,-3.6933915269106343,-4.0521780522899755
44,900.0,2.7,86.66666666666667,2.0736653804779053,,3.527733660746435e-14,-0.2259711276357704,-0.6797978755520951,-0.9531829790693295,-3.132733252909552,-3.1565365264279555,-3.593660872997561,-4.023318484161544
45,900.0,2.75,87.55555555555556,2.148002862930298,,-8.659739592076221e-15,-0.2532486488076829,-0.6822308058578181,-0.9630615507706499,-3.1340901054203267,-3.1900225758093637,-3.5316251788868187,-3.9704485333832267
46,900.0,2.8000000000000003,88.88888888888889,2.970146656036377,,8.049116928532385e-15,-0.279287816776713,-0.683610353853981,-0.9696265856146966,-3.1209751507641603,-3.2300967769861364,-3.4844004622250226,-3.966023649623797
47,900.0,2.85,90.22222222222223,3.289618968963623,,1.0769163338864018e-14,-0.2864704867000606,-0.6982811778258419,-0.9804169988675002,-3.0823183308885307,-3.2280654669982387,-3.4312733600913545,-4.041505595563549
48,900.0,2.9000000000000004,90.66666666666666,2.9839537143707275,,-6.106226635438361e-15,-0.30738542286141946,-0.701054698327203,-0.982518651447329,-3.060646943641615,-3.2752399850154146,-3.4163476889860305,-4.0448576081692025
49,900.0,2.95,92.0,2.6553854942321777,,-3.164135620181696e-14,-0.3475185791627422,-0.7119436247445237,-1.0050129093565545,-2.995834444526383,-3.3521233866344513,-3.354160376889024,-4.070334785547904
50,900.0,3.0,93.33333333333333,3.0143444538116455,,1.9984014443252818e-15,-0.34606256061974866,-0.7021021183334177,-0.9932148646436979,-2.9743379642557937,-3.3052017575160137,-3.3407333251380815,-4.09332140743267
51,900.0,3.0500000000000003,93.77777777777779,2.328500270843506,,-4.551914400963142e-15,-0.3492993671757379,-0.699445120631719,-0.9986662618676173,-2.9859273031573945,-3.309815083446298,-3.318973165732327,-4.081403484021988
52,900.0,3.1,93.77777777777779,2.245579957962036,,1.459943277382081e-14,-0.3492993671758179,-0.6994451206317066,-0.9986662618676067,-2.9859273031573674,-3.3098150834462694,-3.318973165732303,-4.081403484021949
53,900.0,3.1500000000000004,93.77777777777779,2.292889356613159,,9.103828801926284e-15,-0.34929936717574717,-0.6994451206317155,-0.9986662618676286,-2.9859273031573665,-3.3098150834462463,-3.3189731657323365,-4.081403484021957
54,900.0,3.2,94.66666666666667,2.3566105365753174,,-4.052314039881821e-15,-0.3520408933250217,-0.694046758623894,-0.9996398156739527,-2.9725115637699973,-3.289709562000185,-3.298669670293531,-4.016923682248265
55,900.0,3.25,94.66666666666667,2.3178162574768066,,3.5860203695392556e-14,-0.3520408933249575,-0.69404675862386,-0.9996398156739151,-2.9725115637700226,-3.289709562000161,-3.298669670293476,-4.016923682248199
56,900.0,3.3000000000000003,95.55555555555556,2.3934497833251953,,-3.83026943495679e-15,-0.3638002821539388,-0.6890762750838939,-1.019646831744701,-2.980376694834558,-3.2409014342356053,-3.312802946276961,-3.959840024178281
57,900.0,3.35,96.0,2.434776544570923,,-9.325873406851315e-15,-0.36374688664141136,-0.6863791695827626,-1.0175026703600933,-2.9766085562310174,-3.2409164992370387,-3.3024576215287906,-3.9814334462562906
58,900.0,3.4000000000000004,96.0,2.441401958465576,,-1.1657341758564144e-15,-0.3637468866414379,-0.686379169582744,-1.0175026703600951,-2.976608556231022,-3.2409164992370503,-3.302457621528811,-3.9814334462563217
59,900.0,3.45,96.0,2.509620428085327,,-1.1435297153639112e-14,-0.3637468866414324,-0.6863791695827488,-1.0175026703601533,-2.9766085562310844,-3.240916499237077,-3.3024576215288604,-3.981433446256333
60,900.0,3.5,96.0,2.431687355041504,,1.2212453270876722e-15,-0.3637468866414373,-0.6863791695827504,-1.0175026703600702,-2.9766085562310387,-3.240916499237043,-3.3024576215288195,-3.981433446256339
61,900.0,3.5500000000000003,96.44444444444444,2.4431564807891846,,3.269606807521086e-14,-0.3660461624783568,-0.6840863180895811,-1.0213841908601176,-2.9790390036499783,-3.2255524076280513,-3.305240638698282,-3.967839535654413
62,900.0,3.6,96.44444444444444,2.505624771118164,,4.496403249731884e-15,-0.36604616247839067,-0.6840863180896892,-1.0213841908601293,-2.979039003649982,-3.2255524076280455,-3.305240638698275,-3.967839535654401
63,900.0,3.6500000000000004,96.44444444444444,2.493809700012207,,-1.0935696792557792e-14,-0.36604616247840366,-0.684086318089609,-1.0213841908601187,-2.9790390036500196,-3.2255524076280615,-3.305240638698287,-3.967839535654436
64,900.0,3.7,96.88888888888889,2.5708067417144775,,1.5709655798445965e-14,-0.36640058929229824,-0.6817843309751441,-1.020658680950192,-2.975247050061513,-3.2247983570953687,-3.298694352315821,-3.9814075567742058
65,900.0,3.75,97.33333333333334,2.6492061614990234,,-1.5154544286133387e-14,-0.36936606883908474,-0.6796580523744403,-1.0261123008943651,-2.9745889749634014,-3.2039522025562954,-3.304105236121369,-3.9468382894098335
66,900.0,3.8000000000000003,97.77777777777777,2.905350685119629,,1.9872992140790302e-14,-0.37715148428328266,-0.6775916842197827,-1.0408794371663705,-2.972118440468338,-3.1769892985684915,-3.3200592036188272,-3.896139066562037
67,900.0,3.85,97.77777777777777,2.5541670322418213,,-2.7755575615628914e-15,-0.3771514842832706,-0.6775916842197682,-1.040879437166406,-2.972118440468312,-3.1769892985685275,-3.3200592036188197,-3.8961390665620166
68,900.0,3.9000000000000004,97.77777777777777,2.4408977031707764,,3.314015728506092e-14,-0.3771514842832457,-0.6775916842197304,-1.0408794371663626,-2.972118440468329,-3.1769892985685124,-3.320059203618802,-3.8961390665619677
69,900.0,3.95,98.22222222222223,2.486114740371704,,-8.659739592076221e-15,-0.3762860940346826,-0.6754523881403158,-1.0362394145677518,-2.9583000748879056,-3.174772523811141,-3.303558260787536,-3.8814763102296945
70,900.0,4.0,98.66666666666667,2.528573751449585,,1.8318679906315083e-15,-0.37741144059904524,-0.6734623907321767,-1.0376916115243993,-2.953288589730123,-3.1727945221624623,-3.302417308000512,-3.8836135586998917
71,900.0,4.050000000000001,98.66666666666667,2.6043412685394287,,8.271161533457416e-15,-0.3774114405990202,-0.6734623907321763,-1.037691611524378,-2.953288589730117,-3.172794522162519,-3.3024173080004764,-3.8836135586999623
72,900.0,4.1,98.66666666666667,2.512502670288086,,-7.382983113757291e-15,-0.3774114405990247,-0.6734623907321788,-1.0376916115244157,-2.953288589730155,-3.1727945221625666,-3.302417308000558,-3.883613558699991
73,900.0,4.15,98.66666666666667,2.4772214889526367,,7.549516567451064e-15,-0.3774114405990467,-0.6734623907321977,-1.037691611524368,-2.953288589730106,-3.1727945221625173,-3.3024173080005155,-3.8836135586999907
74,900.0,4.2,98.66666666666667,2.5152862071990967,,-1.609823385706477e-15,-0.3774114405990498,-0.673462390732188,-1.0376916115244068,-2.953288589730103,-3.1727945221625067,-3.3024173080004906,-3.8836135586999716
75,900.0,4.25,99.11111111111111,2.541611433029175,,-9.658940314238862e-15,-0.3789810563595512,-0.6716707676333948,-1.0403745666785928,-2.947961536164716,-3.1654678185932603,-3.3040499142631314,-3.870454172974757
76,900.0,4.300000000000001,99.11111111111111,2.713292121887207,,2.1649348980190553e-14,-0.378981056359557,-0.6716707676334535,-1.040374566678589,-2.9479615361647205,-3.1654678185931076,-3.304049914263145,-3.870454172974764
77,900.0,4.35,99.11111111111111,2.7781288623809814,,1.715294573045867e-14,-0.37898105635952817,-0.6716707676334102,-1.0403745666785824,-2.947961536164713,-3.1654678185930876,-3.3040499142631186,-3.870454172974757
78,900.0,4.4,99.11111111111111,2.634578227996826,,1.1657341758564144e-14,-0.37898105635953605,-0.6716707676334002,-1.0403745666786064,-2.9479615361647427,-3.165467818593095,-3.304049914263129,-3.870454172974744
79,900.0,4.45,99.55555555555556,2.590730905532837,,-2.220446049250313e-15,-0.3809763653458282,-0.6700018148794752,-1.0441517911743878,-2.941933567679344,-3.152912783540938,-3.3080029570064866,-3.8430314538714705
80,900.0,4.5,99.55555555555556,2.5665152072906494,,1.5154544286133387e-14,-0.38097636534578383,-0.6700018148794191,-1.0441517911743812,-2.9419335676793197,-3.1529127835409034,-3.3080029570064395,-3.843031453871479
81,900.0,4.55,100.0,2.635119676589966,,-2.5424107263916085e-14,-0.3862748094554096,-0.6683826339242813,-1.0546574433797302,-2.934658247480007,-3.1365584783166067,-3.320933056935491,-3.804941112240908
82,900.0,4.6000000000000005,100.0,2.618485927581787,,-1.6042722705833512e-14,-0.38627480945544335,-0.668382633924309,-1.0546574433797433,-2.934658247480038,-3.13655847831663,-3.320933056935509,-3.8049411122409467
83,900.0,4.65,100.0,2.805922508239746,,-1.0547118733938987e-14,-0.3862748094554705,-0.6683826339243275,-1.0546574433797684,-2.9346582474800202,-3.136558478316655,-3.3209330569354787,-3.8049411122409635
84,900.0,4.7,100.0,3.3036904335021973,,-6.938893903907228e-15,-0.3862748094554672,-0.6683826339243262,-1.0546574433797689,-2.9346582474800282,-3.1365584783165845,-3.3209330569354614,-3.8049411122409165
85,900.0,4.75,100.0,2.6430962085723877,,-6.5503158452884236e-15,-0.38627480945546416,-0.6683826339243101,-1.0546574433797606,-2.934658247480058,-3.1365584783166462,-3.32093305693545,-3.804941112240935
86,900.0,4.8,100.0,2.625837564468384,,-1.7486012637846216e-14,-0.38627480945544346,-0.6683826339242944,-1.0546574433797642,-2.934658247480064,-3.1365584783166236,-3.3209330569354942,-3.804941112240953
87,900.0,4.8500000000000005,100.0,2.7748374938964844,,-3.3306690738754696e-16,-0.38627480945544085,-0.6683826339243042,-1.0546574433797644,-2.9346582474800353,-3.136558478316614,-3.3209330569354654,-3.804941112240874
88,900.0,4.9,100.0,3.0893611907958984,,9.658940314238862e-15,-0.3862748094554154,-0.668382633924313,-1.0546574433797322,-2.934658247480021,-3.136558478316623,-3.3209330569354663,-3.804941112240921
89,900.0,4.95,100.0,2.737481117248535,,1.73749903353837e-14,-0.3862748094554301,-0.6683826339242992,-1.0546574433797744,-2.9346582474800473,-3.136558478316612,-3.3209330569354885,-3.8049411122409524
90,900.0,5.0,100.0,2.6873390674591064,,-1.326716514427062e-14,-0.3862748094554581,-0.6683826339243142,-1.0546574433797615,-2.9346582474800527,-3.1365584783166103,-3.3209330569355098,-3.804941112240952
91,900.0,5.05,100.0,2.698575973510742,,2.1593837828959295e-14,-0.38627480945544895,-0.6683826339242704,-1.0546574433797427,-2.934658247480046,-3.136558478316625,-3.320933056935514,-3.8049411122409533
92,900.0,5.1000000000000005,100.0,2.8270931243896484,,5.551115123125783e-15,-0.38627480945543147,-0.668382633924263,-1.0546574433797364,-2.9346582474800154,-3.1365584783166414,-3.3209330569354663,-3.804941112240976
93,900.0,5.15,100.0,2.856649398803711,,-3.6637359812630166e-15,-0.3862748094554603,-0.6683826339243261,-1.0546574433797538,-2.9346582474800487,-3.1365584783166485,-3.320933056935465,-3.8049411122409573
94,900.0,5.2,100.0,2.6262481212615967,,8.049116928532385e-15,-0.38627480945545106,-0.6683826339243425,-1.054657443379752,-2.934658247480078,-3.1365584783166414,-3.3209330569354707,-3.804941112240983
95,900.0,5.25,100.0,2.5537056922912598,,-4.385380947269368e-15,-0.38627480945542025,-0.6683826339242985,-1.0546574433797016,-2.934658247480052,-3.136558478316633,-3.320933056935488,-3.804941112240968
96,900.0,5.300000000000001,100.0,2.575423002243042,,-1.326716514427062e-14,-0.3862748094554376,-0.6683826339243198,-1.054657443379739,-2.9346582474799985,-3.136558478316574,-3.320933056935458,-3.804941112240874
97,900.0,5.3500000000000005,100.0,2.5585262775421143,,1.1157741397482823e-14,-0.3862748094554706,-0.6683826339243222,-1.0546574433797795,-2.9346582474800824,-3.136558478316648,-3.3209330569355044,-3.8049411122409182
98,900.0,5.4,100.0,2.652090549468994,,-8.326672684688674e-15,-0.38627480945543374,-0.6683826339242974,-1.0546574433797482,-2.934658247480013,-3.1365584783166462,-3.320933056935461,-3.8049411122409285
99,900.0,5.45,100.0,2.576561212539673,,-1.8707257964933888e-14,-0.3862748094554692,-0.6683826339242921,-1.0546574433797828,-2.934658247480058,-3.136558478316632,-3.320933056935476,-3.8049411122409507
100,900.0,5.5,100.0,2.5953941345214844,,-9.71445146547012e-15,-0.3862748094554483,-0.6683826339243075,-1.0546574433797633,-2.9346582474800598,-3.136558478316638,-3.3209330569354756,-3.8049411122409436
