,Num. of cells,Cutoff,% explored cells,Time [s],Eigenvalue 0,Eigenvalue 1,Eigenvalue 2,Eigenvalue 3,Eigenvalue 4,Eigenvalue 5
18,1600.0,7.96,35.1875,1.0314855575561523,2.2860294386639612e-14,-0.0009015236280281117,-0.1320411741715398,-0.7775577833197754,-1.0456911725027866,-1.689488503118068
19,1600.0,8.18,36.125,1.0927114486694336,-4.2684794702459364e-14,-0.0009015100757669828,-0.13210769188457547,-0.7772749300957885,-1.0456919564509108,-1.689462400225112
20,1600.0,8.4,36.625,1.1200683116912842,3.376290094504366e-14,-0.0009015034290629923,-0.13209890211363057,-0.7772286213575068,-1.0461833269239398,-1.6881204184978829
21,1600.0,8.620000000000001,37.4375,1.316256046295166,-2.619013908213435e-14,-0.0009022771624002269,-0.13296666548906294,-0.7771702274197567,-1.0469855623691833,-1.6870111401877188
22,1600.0,8.84,38.5,1.3718254566192627,-1.0302253665236805e-15,-0.0009022711562439274,-0.13272802206120862,-0.776915484032129,-1.045053134409211,-1.6841560353479141
23,1600.0,9.059999999999999,39.5,1.5483601093292236,-1.0556529608796161e-13,-0.0009230490958454004,-0.13283699302740257,-0.7770034447285612,-1.0469856139441158,-1.6864578082002788
24,1600.0,9.280000000000001,39.9375,1.3332808017730713,6.188571790438635e-15,-0.0009231316565159283,-0.13270590846478436,-0.7769660921899162,-1.0469844046952712,-1.6850314484335143
25,1600.0,9.5,40.75,1.5177960395812988,2.4217298685817354e-14,-0.0009231230491343541,-0.13258293769956517,-0.7768336520681098,-1.0469830762718297,-1.6833140512763187
26,1600.0,9.719999999999999,50.875,2.303624153137207,2.924255889519278e-14,-0.0009233352791714624,-0.04988705215781393,-0.13202743741581782,-0.2066452771403773,-0.40062109809799035
27,1600.0,9.940000000000001,61.5,3.499629020690918,-1.7316226577634986e-14,-0.0009507930291871309,-0.08663725548250026,-0.11633719467464351,-0.13502408531404383,-0.13631232846972138
28,1600.0,10.16,76.0,5.247672080993652,3.028913925229304e-14,-0.0009909886834626798,-0.12040657788114327,-0.13074437143538806,-0.16221877671550064,-0.6061654373242835
29,1600.0,10.379999999999999,85.3125,7.065492153167725,-1.2056176369734661e-13,-0.0010444383411187619,-0.13605699965759993,-0.24839617924252178,-0.47326076917425725,-0.7664264142342527
30,1600.0,10.6,87.25,10.592811822891235,-1.633486098120973e-14,-0.0010503853059652996,-0.13754007580518657,-0.2644720578451356,-0.486803620935706,-0.7778298144963074
31,1600.0,10.82,91.125,19.71448040008545,-9.819402235766717e-15,-0.001088552762069472,-0.14748895113475768,-0.28301156248838544,-0.5132686324087455,-0.7778747111197729
32,1600.0,11.04,93.1875,22.87865376472473,2.9172844695501965e-14,-0.0010963368651870937,-0.1493068354394168,-0.29858112008461973,-0.5475872963364112,-0.7779175671795383
33,1600.0,11.26,95.375,19.916035413742065,3.572662998774234e-15,-0.001105216465536079,-0.15192172537868784,-0.3219459620370137,-0.5736061626008118,-0.7780344265955738
34,1600.0,11.48,96.0625,18.61600661277771,1.3088705466679507e-14,-0.00110754998832005,-0.15257650122395006,-0.3295766812414559,-0.581889507500926,-0.7781247202203813
35,1600.0,11.7,96.375,19.46455955505371,4.154445884529956e-15,-0.001109854460777932,-0.15304566401076963,-0.33491512282078334,-0.5847079220851431,-0.7781048171843179
36,1600.0,11.92,97.0625,21.81649422645569,-4.768722309395068e-14,-0.0011114046091524163,-0.1533556893045425,-0.3417970774358782,-0.5920589364481454,-0.7780657309066378
